time,sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653402222088,71.17,24.6,-4.48
1653402222091,71.2,24.61,-4.36
1653402222095,71.23,24.62,-4.22
1653402222101,71.26,24.63,-4.08
1653402222105,71.29,24.63,-3.94
1653402222109,71.32,24.62,-3.79
1653402222115,71.35,24.62,-3.65
1653402222120,71.39,24.62,-3.5
1653402222125,71.44,24.62,-3.35
1653402222129,71.5,24.64,-3.19
1653402222135,71.57,24.67,-3.03
1653402222139,71.64,24.72,-2.85
1653402222144,71.72,24.79,-2.66
1653402222149,71.82,24.87,-2.47
1653402222155,71.92,24.97,-2.26
1653402222158,72.04,25.08,-2.06
1653402222164,72.17,25.2,-1.86
1653402222169,72.32,25.32,-1.68
1653402222173,72.49,25.44,-1.54
1653402222183,72.69,25.56,-1.45
1653402222185,72.91,25.66,-1.42
1653402222188,73.15,25.74,-1.45
1653402222198,73.41,25.79,-1.55
1653402222199,73.68,25.83,-1.71
1653402222202,73.96,25.83,-1.93
1653402222208,74.23,25.82,-2.19
1653402222215,74.5,25.78,-2.47
1653402222225,74.76,25.74,-2.78
1653402222226,75.25,25.7,-3.1
1653402222226,75.01,25.66,-3.41
1653402222230,75.47,25.65,-3.71
1653402222239,75.68,25.66,-3.99
1653402222251,75.87,25.7,-4.24
1653402222255,76.04,25.77,-4.46
1653402222257,76.2,25.87,-4.63
1653402222258,76.35,25.98,-4.77
1653402222258,76.49,26.1,-4.88
1653402222267,76.62,26.22,-4.97
1653402222269,76.76,26.32,-5.04
1653402222272,76.9,26.4,-5.12
1653402222278,77.04,26.44,-5.2
1653402222285,77.17,26.45,-5.29
1653402222295,77.3,26.43,-5.39
1653402222297,77.42,26.37,-5.51
1653402222299,77.53,26.28,-5.63
1653402222303,77.62,26.16,-5.77
1653402222306,77.7,26.03,-5.91
1653402222311,77.75,25.87,-6.07
1653402222319,77.78,25.7,-6.22
1653402222323,77.78,25.52,-6.38
1653402222330,77.75,25.32,-6.51
1653402222342,77.63,25.11,-6.63
1653402222342,77.7,24.9,-6.72
1653402222350,77.53,24.68,-6.77
1653402222351,77.41,24.23,-6.78
1653402222351,77.27,24.45,-6.73
1653402222354,77.11,24.01,-6.64
1653402222360,76.94,23.79,-6.49
1653402222367,76.77,23.59,-6.3
1653402222370,76.59,23.39,-6.07
1653402222381,76.41,23.2,-5.81
1653402222387,76.23,23.03,-5.53
1653402222397,76.07,22.87,-5.23
1653402222398,75.91,22.72,-4.93
1653402222399,75.77,22.58,-4.63
1653402222412,75.65,22.45,-4.33
1653402222414,75.54,22.34,-4.04
1653402222421,75.46,22.16,-3.78
1653402222421,75.39,22.24,-3.54
1653402222422,75.35,22.1,-3.34
1653402222424,75.34,22.06,-3.17
1653402222429,75.34,22.04,-3.04
1653402222433,75.36,22.05,-2.95
1653402222438,75.39,22.09,-2.88
1653402222448,75.44,22.16,-2.85
1653402222450,75.5,22.38,-2.84
1653402222450,75.56,22.25,-2.84
1653402222458,75.64,22.52,-2.87
1653402222516,75.72,22.69,-2.91
1653402222517,75.8,22.88,-2.97
1653402222518,75.9,23.07,-3.05
1653402222520,76.01,23.27,-3.15
1653402222523,76.13,23.67,-3.27
1653402222523,76.25,23.47,-3.4
1653402222524,76.39,23.87,-3.56
1653402222524,76.55,24.25,-3.9
1653402222524,76.72,24.06,-3.72
1653402222525,76.9,24.43,-4.08
1653402222525,77.1,24.6,-4.28
1653402222526,77.3,24.77,-4.47
1653402222526,77.51,24.93,-4.67
1653402222532,77.95,25.19,-5.08
1653402222532,77.73,25.07,-4.88
1653402222537,78.16,25.3,-5.28
1653402222540,78.37,25.38,-5.47
1653402222544,78.57,25.45,-5.66
1653402222548,78.75,25.49,-5.85
1653402222554,78.91,25.5,-6.05
1653402222560,79.04,25.49,-6.24
1653402222561,79.15,25.47,-6.43
1653402222572,79.22,25.43,-6.62
1653402222574,79.26,25.37,-6.79
1653402222578,79.28,25.31,-6.96
1653402222606,79.27,25.25,-7.11
1653402222607,79.25,25.09,-7.49
1653402222607,79.13,25.14,-7.58
1653402222607,79.17,25.04,-7.25
1653402222607,79.21,25.19,-7.38
1653402222611,79.09,25,-7.66
1653402222612,79.06,24.96,-7.72
1653402222616,79.03,24.92,-7.76
1653402222619,79,24.9,-7.77
1653402222624,78.98,24.88,-7.75
1653402222629,78.96,24.87,-7.7
1653402222633,78.94,24.87,-7.63
1653402222638,78.93,24.87,-7.54
1653402222642,78.92,24.87,-7.45
1653402222647,78.92,24.87,-7.38
1653402222652,78.93,24.84,-7.36
1653402222657,78.94,24.79,-7.39
1653402222662,78.96,24.71,-7.49
1653402222667,78.96,24.59,-7.65
1653402222671,78.94,24.43,-7.84
1653402222677,78.89,24.25,-8.06
1653402222681,78.81,24.03,-8.28
1653402222686,78.67,23.79,-8.48
1653402222691,78.49,23.54,-8.65
1653402222697,78.26,23.28,-8.78
1653402222702,77.97,23.04,-8.84
1653402222708,77.65,22.81,-8.83
1653402222713,77.3,22.62,-8.75
1653402222723,76.92,22.45,-8.6
1653402222726,76.55,22.32,-8.38
1653402222734,76.18,22.23,-8.1
1653402222735,75.85,22.17,-7.77
1653402222740,75.29,22.14,-7.04
1653402222740,75.55,22.14,-7.41
1653402222746,75.09,22.16,-6.67
1653402222752,74.94,22.2,-6.33
1653402222754,74.84,22.25,-6.04
1653402222769,74.79,22.31,-5.82
1653402222772,74.79,22.38,-5.67
1653402222776,74.82,22.43,-5.6
1653402222779,74.88,22.47,-5.62
1653402222780,74.97,22.5,-5.72
1653402222805,75.06,22.5,-5.9
1653402222805,75.15,22.48,-6.15
1653402222806,75.24,22.44,-6.46
1653402222807,75.3,22.26,-6.82
1653402222807,75.34,22.36,-7.2
1653402222809,75.34,22.13,-7.59
1653402222811,75.3,21.97,-7.98
1653402222817,75.22,21.8,-8.33
1653402222822,75.09,21.63,-8.63
1653402222825,74.92,21.45,-8.89
1653402222830,74.71,21.27,-9.08
1653402222837,74.46,21.1,-9.2
1653402222845,74.18,20.94,-9.24
1653402222846,73.88,20.79,-9.22
1653402222850,73.56,20.66,-9.12
1653402222857,73.23,20.54,-8.96
1653402222861,72.9,20.44,-8.74
1653402222865,72.58,20.36,-8.47
1653402222869,72.27,20.29,-8.16
1653402222873,71.97,20.23,-7.83
1653402222879,71.69,20.19,-7.47
1653402222882,71.43,20.16,-7.12
1653402222889,71.19,20.14,-6.77
1653402222892,70.98,20.14,-6.44
1653402222910,70.62,20.18,-6.14
1653402222910,70.79,20.22,-5.87
1653402222910,70.47,20.16,-5.65
1653402222913,70.34,20.26,-5.47
1653402222918,70.23,20.31,-5.34
1653402222924,70.12,20.37,-5.26
1653402222927,70.03,20.43,-5.23
1653402222931,69.95,20.49,-5.25
1653402222936,69.88,20.56,-5.31
1653402222940,69.81,20.63,-5.4
1653402222946,69.76,20.7,-5.53
1653402222950,69.7,20.78,-5.67
1653402222955,69.66,20.86,-5.82
1653402222959,69.62,20.95,-5.99
1653402222964,69.59,21.03,-6.16
1653402222970,69.56,21.11,-6.34
1653402222978,69.54,21.19,-6.52
1653402222980,69.52,21.26,-6.71
1653402222985,69.5,21.32,-6.89
1653402222989,69.49,21.38,-7.07
1653402222997,69.48,21.43,-7.25
1653402223004,69.48,21.48,-7.42
1653402223008,69.49,21.56,-7.72
1653402223008,69.5,21.52,-7.58
1653402223018,69.51,21.6,-7.84
1653402223020,69.53,21.64,-7.93
1653402223022,69.55,21.68,-7.99
1653402223029,69.56,21.74,-8.02
1653402223032,69.57,21.8,-8.01
1653402223036,69.57,21.86,-7.96
1653402223041,69.57,21.94,-7.88
1653402223046,69.56,22.02,-7.77
1653402223052,69.54,22.11,-7.65
1653402223056,69.51,22.2,-7.5
1653402223064,69.48,22.29,-7.35
1653402223067,69.43,22.38,-7.19
1653402223074,69.38,22.47,-7.04
1653402223076,69.32,22.55,-6.88
1653402223081,69.25,22.62,-6.72
1653402223088,69.19,22.68,-6.58
1653402223090,69.13,22.73,-6.44
1653402223095,69.07,22.76,-6.31
1653402223099,69.01,22.79,-6.19
1653402223111,68.97,22.8,-5.95
1653402223111,68.93,22.81,-6.07
1653402223115,68.89,22.82,-5.82
1653402223123,68.86,22.83,-5.68
1653402223128,68.83,22.86,-5.51
1653402223130,68.8,22.9,-5.3
1653402223135,68.78,22.96,-5.05
1653402223158,68.76,23.04,-4.76
1653402223159,68.75,23.15,-4.44
1653402223162,68.75,23.27,-4.1
1653402223163,68.76,23.41,-3.75
1653402223165,68.77,23.54,-3.4
1653402223167,68.81,23.79,-2.75
1653402223167,68.86,23.67,-3.06
1653402223170,68.94,23.9,-2.48
1653402223177,69.04,24,-2.25
1653402223180,69.17,24.08,-2.08
1653402223187,69.31,24.14,-1.97
1653402223189,69.48,24.18,-1.92
1653402223195,69.65,24.21,-1.92
1653402223201,69.83,24.22,-1.98
1653402223208,70.01,24.23,-2.09
1653402223210,70.19,24.24,-2.23
1653402223216,70.37,24.26,-2.42
1653402223220,70.54,24.28,-2.62
1653402223227,70.7,24.32,-2.83
1653402223229,70.85,24.38,-3.05
1653402223234,70.99,24.45,-3.26
1653402223238,71.1,24.54,-3.45
1653402223243,71.19,24.64,-3.62
1653402223247,71.27,24.74,-3.76
1653402223253,71.33,24.84,-3.88
1653402223257,71.38,24.93,-3.98
1653402223271,71.42,25.01,-4.07
1653402223272,71.46,25.06,-4.16
1653402223278,71.48,25.08,-4.24
1653402223283,71.5,25.08,-4.31
1653402223285,71.51,25.04,-4.37
1653402223290,71.52,24.97,-4.43
1653402223294,71.51,24.86,-4.48
1653402223304,71.5,24.56,-4.57
1653402223304,71.49,24.73,-4.53
1653402223310,71.46,24.37,-4.62
1653402223311,71.43,24.15,-4.66
1653402223318,71.4,23.92,-4.7
1653402223320,71.36,23.67,-4.73
1653402223325,71.31,23.42,-4.77
1653402223329,71.27,23.15,-4.8
1653402223335,71.22,22.89,-4.82
1653402223341,71.17,22.62,-4.84
1653402223348,71.13,22.37,-4.85
1653402223353,71.08,22.12,-4.84
1653402223358,71.04,21.89,-4.81
1653402223361,71,21.68,-4.77
1653402223364,70.96,21.5,-4.72
1653402223370,70.94,21.33,-4.65
1653402223374,70.92,21.18,-4.58
1653402223378,70.91,21.07,-4.49
1653402223384,70.91,20.97,-4.4
1653402223387,70.92,20.91,-4.31
1653402223394,70.94,20.87,-4.22
1653402223398,70.97,20.86,-4.13
1653402223405,71.02,20.88,-4.05
1653402223411,71.08,20.93,-3.98
1653402223413,71.15,21.01,-3.92
1653402223418,71.23,21.11,-3.87
1653402223424,71.31,21.23,-3.84
1653402223428,71.4,21.37,-3.83
1653402223432,71.49,21.51,-3.84
1653402223436,71.59,21.65,-3.87
1653402223441,71.68,21.79,-3.92
1653402223445,71.78,21.92,-3.99
1653402223452,71.88,22.02,-4.08
1653402223457,71.97,22.09,-4.18
1653402223460,72.07,22.14,-4.28
1653402223465,72.16,22.16,-4.4
1653402223469,72.24,22.16,-4.52
1653402223475,72.33,22.13,-4.64
1653402223479,72.4,22.08,-4.76
1653402223484,72.47,22.02,-4.87
1653402223489,72.53,21.95,-4.96
1653402223494,72.57,21.89,-5.01
1653402223498,72.61,21.82,-5.05
1653402223506,72.64,21.76,-5.05
1653402223511,72.66,21.7,-5.03
1653402223513,72.67,21.64,-4.97
1653402223516,72.67,21.58,-4.9
1653402223523,72.67,21.52,-4.8
1653402223541,72.66,21.45,-4.69
1653402223542,72.66,21.37,-4.48
1653402223542,72.64,21.29,-4.58
1653402223543,72.63,21.2,-4.39
1653402223547,72.62,21.1,-4.33
1653402223552,72.6,20.99,-4.29
1653402223555,72.57,20.87,-4.28
1653402223560,72.55,20.76,-4.3
1653402223565,72.51,20.65,-4.36
1653402223570,72.48,20.54,-4.44
1653402223575,72.43,20.45,-4.53
1653402223580,72.39,20.37,-4.64
1653402223585,72.33,20.31,-4.75
1653402223589,72.27,20.26,-4.86
1653402223596,72.2,20.24,-4.96
1653402223599,72.11,20.25,-5.04
1653402223621,72.02,20.27,-5.09
1653402223622,71.93,20.32,-5.11
1653402223623,71.84,20.39,-5.11
1653402223624,71.76,20.47,-5.09
1653402223625,71.7,20.55,-5.07
1653402223628,71.66,20.63,-5.05
1653402223632,71.63,20.71,-5.07
1653402223637,71.62,20.77,-5.12
1653402223643,71.62,20.8,-5.22
1653402223649,71.62,20.8,-5.37
1653402223653,71.62,20.75,-5.54
1653402223657,71.6,20.65,-5.71
1653402223663,71.56,20.51,-5.88
1653402223669,71.49,20.32,-6.01
1653402223674,71.39,20.1,-6.09
1653402223678,71.27,19.87,-6.11
1653402223681,71.13,19.62,-6.09
1653402223686,70.97,19.37,-6.02
1653402223692,70.81,19.14,-5.91
1653402223696,70.63,18.93,-5.79
1653402223704,70.47,18.75,-5.66
1653402223706,70.31,18.6,-5.54
1653402223711,70.17,18.49,-5.42
1653402223720,70.05,18.4,-5.34
1653402223721,69.96,18.34,-5.27
1653402223728,69.9,18.3,-5.24
1653402223730,69.86,18.28,-5.23
1653402223735,69.85,18.27,-5.25
1653402223738,69.86,18.26,-5.3
1653402223744,69.9,18.26,-5.37
1653402223747,69.95,18.26,-5.47
1653402223752,70.01,18.26,-5.59
1653402223758,70.09,18.25,-5.73
1653402223763,70.17,18.24,-5.88
1653402223771,70.25,18.23,-6.05
1653402223774,70.33,18.22,-6.23
1653402223777,70.4,18.2,-6.41
1653402223784,70.47,18.18,-6.57
1653402223787,70.52,18.16,-6.73
1653402223791,70.57,18.14,-6.86
1653402223806,70.61,18.12,-6.96
1653402223807,70.63,18.11,-7.04
1653402223809,70.65,18.09,-7.08
1653402223813,70.65,18.09,-7.08
1653402223819,70.64,18.08,-7.04
1653402223822,70.63,18.08,-6.96
1653402223828,70.61,18.09,-6.86
1653402223835,70.58,18.11,-6.73
1653402223837,70.55,18.13,-6.58
1653402223841,70.52,18.16,-6.41
1653402223845,70.49,18.19,-6.23
1653402223849,70.45,18.22,-6.04
1653402223853,70.43,18.26,-5.84
1653402223861,70.4,18.3,-5.63
1653402223863,70.37,18.35,-5.43
1653402223868,70.35,18.39,-5.23
1653402223873,70.33,18.44,-5.04
1653402223878,70.31,18.49,-4.86
1653402223886,70.29,18.53,-4.7
1653402223889,70.27,18.57,-4.56
1653402223896,70.25,18.6,-4.45
1653402223897,70.23,18.62,-4.36
1653402223904,70.2,18.64,-4.3
1653402223909,70.18,18.66,-4.25
1653402223912,70.15,18.66,-4.23
1653402223917,70.11,18.66,-4.23
1653402223920,70.08,18.66,-4.24
1653402223926,70.04,18.65,-4.26
1653402223933,70,18.64,-4.29
1653402223937,69.96,18.63,-4.31
1653402223941,69.92,18.62,-4.34
1653402223947,69.88,18.61,-4.36
1653402223950,69.85,18.62,-4.39
1653402223955,69.83,18.63,-4.42
1653402223965,69.81,18.65,-4.45
1653402223968,69.8,18.68,-4.49
1653402223972,69.8,18.71,-4.52
1653402223975,69.81,18.76,-4.56
1653402223979,69.84,18.81,-4.59
1653402223984,69.87,18.87,-4.63
1653402223989,69.91,18.94,-4.67
1653402223993,69.97,19.01,-4.7
1653402224000,70.03,19.08,-4.73
1653402224010,70.09,19.16,-4.76
1653402224011,70.16,19.24,-4.78
1653402224015,70.22,19.32,-4.8
1653402224020,70.29,19.41,-4.82
1653402224023,70.35,19.49,-4.83
1653402224028,70.41,19.57,-4.85
1653402224032,70.46,19.65,-4.87
1653402224037,70.51,19.73,-4.9
1653402224041,70.56,19.81,-4.93
1653402224045,70.6,19.88,-4.96
1653402224050,70.63,19.95,-5
1653402224055,70.66,20.02,-5.02
1653402224061,70.69,20.08,-5.04
1653402224067,70.71,20.14,-5.04
1653402224074,70.73,20.2,-5.03
1653402224075,70.75,20.26,-4.98
1653402224080,70.77,20.31,-4.9
1653402224086,70.78,20.36,-4.79
1653402224090,70.79,20.41,-4.62
1653402224094,70.81,20.46,-4.41
1653402224098,70.83,20.52,-4.16
1653402224103,70.87,20.57,-3.89
1653402224108,70.92,20.62,-3.62
1653402224113,71,20.67,-3.36
1653402224118,71.1,20.71,-3.14
1653402224128,71.22,20.73,-2.99
1653402224131,71.38,20.72,-2.93
1653402224133,71.55,20.68,-2.97
1653402224143,71.75,20.61,-3.1
1653402224144,71.94,20.49,-3.32
1653402224149,72.14,20.34,-3.58
1653402224153,72.33,20.17,-3.89
1653402224157,72.5,19.99,-4.23
1653402224161,72.67,19.82,-4.57
1653402224168,72.82,19.67,-4.92
1653402224170,72.95,19.55,-5.24
1653402224176,73.05,19.5,-5.54
1653402224181,73.12,19.5,-5.78
1653402224188,73.17,19.57,-5.97
1653402224192,73.2,19.69,-6.1
1653402224200,73.21,19.86,-6.16
1653402224201,73.21,20.06,-6.17
1653402224206,73.22,20.28,-6.13
1653402224210,73.24,20.5,-6.07
1653402224216,73.26,20.71,-6
1653402224219,73.3,20.91,-5.92
1653402224226,73.35,21.08,-5.85
1653402224229,73.41,21.21,-5.79
1653402224233,73.47,21.32,-5.76
1653402224240,73.54,21.39,-5.76
1653402224244,73.61,21.43,-5.79
1653402224249,73.67,21.43,-5.87
1653402224254,73.73,21.41,-5.99
1653402224262,73.78,21.35,-6.15
1653402224265,73.82,21.27,-6.33
1653402224272,73.85,21.17,-6.54
1653402224273,73.85,21.06,-6.75
1653402224277,73.85,20.93,-6.95
1653402224282,73.82,20.8,-7.13
1653402224287,73.77,20.67,-7.27
1653402224291,73.71,20.55,-7.38
1653402224300,73.63,20.44,-7.43
1653402224303,73.53,20.35,-7.42
1653402224307,73.43,20.29,-7.35
1653402224310,73.31,20.25,-7.22
1653402224315,73.19,20.23,-7.05
1653402224323,73.08,20.23,-6.83
1653402224327,72.97,20.25,-6.58
1653402224340,72.79,20.29,-6.31
1653402224340,72.88,20.35,-6.03
1653402224341,72.73,20.42,-5.76
1653402224346,72.68,20.5,-5.5
1653402224350,72.66,20.6,-5.26
1653402224355,72.65,20.69,-5.05
1653402224360,72.67,20.79,-4.87
1653402224364,72.71,20.9,-4.74
1653402224368,72.77,21,-4.65
1653402224372,72.85,21.11,-4.6
1653402224377,72.94,21.21,-4.59
1653402224384,73.04,21.32,-4.62
1653402224388,73.15,21.42,-4.69
1653402224393,73.26,21.52,-4.79
1653402224397,73.36,21.61,-4.92
1653402224402,73.47,21.69,-5.07
1653402224407,73.57,21.76,-5.25
1653402224411,73.66,21.82,-5.44
1653402224416,73.74,21.87,-5.64
1653402224423,73.8,21.89,-5.83
1653402224427,73.85,21.9,-6.01
1653402224430,73.9,21.89,-6.18
1653402224435,73.94,21.86,-6.34
1653402224439,73.99,21.81,-6.5
1653402224446,74.03,21.74,-6.65
1653402224449,74.07,21.65,-6.78
1653402224457,74.11,21.56,-6.9
1653402224459,74.16,21.46,-7.02
1653402224465,74.22,21.35,-7.13
1653402224469,74.28,21.25,-7.24
1653402224474,74.35,21.15,-7.33
1653402224478,74.42,21.05,-7.42
1653402224485,74.49,20.96,-7.49
1653402224489,74.55,20.86,-7.56
1653402224492,74.61,20.77,-7.61
1653402224497,74.65,20.68,-7.65
1653402224503,74.68,20.59,-7.68
1653402224509,74.69,20.5,-7.7
1653402224512,74.69,20.41,-7.72
1653402224517,74.67,20.32,-7.73
1653402224521,74.63,20.23,-7.73
1653402224529,74.57,20.16,-7.72
1653402224531,74.51,20.1,-7.7
1653402224538,74.45,20.06,-7.68
1653402224541,74.38,20.04,-7.65
1653402224547,74.31,20.04,-7.62
1653402224552,74.25,20.07,-7.58
1653402224556,74.19,20.13,-7.53
1653402224561,74.14,20.21,-7.47
1653402224566,74.09,20.31,-7.39
1653402224570,74.05,20.43,-7.3
1653402224578,74.02,20.56,-7.2
1653402224582,73.98,20.7,-7.06
1653402224585,73.95,20.84,-6.91
1653402224589,73.92,20.98,-6.74
1653402224594,73.9,21.11,-6.56
1653402224607,73.88,21.23,-6.39
1653402224608,73.86,21.32,-6.26
1653402224623,73.85,21.4,-6.14
1653402224623,73.83,21.38,-6.17
1653402224624,73.82,21.39,-6.17
1653402224625,73.8,21.33,-6.28
1653402224629,73.78,21.22,-6.44
1653402224636,73.73,21.07,-6.63
1653402224641,73.66,20.88,-6.83
1653402224646,73.57,20.67,-7.02
1653402224649,73.46,20.45,-7.17
1653402224652,73.32,20.23,-7.27
1653402224657,73.15,20.02,-7.31
1653402224660,72.96,19.84,-7.29
1653402224669,72.76,19.7,-7.19
1653402224671,72.55,19.6,-7.03
1653402224678,72.33,19.53,-6.81
1653402224681,72.13,19.51,-6.55
1653402224686,71.95,19.53,-6.27
1653402224689,71.79,19.58,-5.98
1653402224697,71.67,19.65,-5.7
1653402224701,71.58,19.75,-5.45
1653402224707,71.53,19.86,-5.23
1653402224710,71.52,19.99,-5.07
1653402224714,71.54,20.12,-4.97
1653402224719,71.59,20.26,-4.94
1653402224727,71.67,20.39,-4.98
1653402224728,71.77,20.52,-5.1
1653402224733,71.89,20.64,-5.28
1653402224738,72.03,20.76,-5.53
1653402224748,72.17,20.86,-5.82
1653402224750,72.32,20.94,-6.15
1653402224756,72.46,21.01,-6.5
1653402224761,72.6,21.06,-6.87
1653402224765,72.72,21.1,-7.23
1653402224770,72.82,21.12,-7.57
1653402224773,72.9,21.13,-7.89
1653402224778,72.96,21.12,-8.16
1653402224783,72.98,21.1,-8.39
1653402224790,72.98,21.06,-8.55
1653402224792,72.95,21.02,-8.65
1653402224800,72.9,20.97,-8.69
1653402224801,72.83,20.9,-8.67
1653402224808,72.74,20.83,-8.6
1653402224812,72.64,20.76,-8.48
1653402224819,72.53,20.68,-8.34
1653402224823,72.42,20.6,-8.17
1653402224828,72.31,20.52,-8
1653402224834,72.2,20.45,-7.82
1653402224836,72.11,20.37,-7.65
1653402224838,72.02,20.31,-7.5
1653402224844,71.94,20.24,-7.36
1653402224848,71.88,20.19,-7.24
1653402224853,71.83,20.14,-7.15
1653402224858,71.79,20.1,-7.08
1653402224863,71.75,20.06,-7.04
1653402224873,71.73,20.04,-7.02
1653402224874,71.71,20.01,-7.04
1653402224880,71.69,19.99,-7.07
1653402224886,71.68,19.97,-7.13
1653402224892,71.67,19.95,-7.2
1653402224895,71.65,19.92,-7.29
1653402224900,71.64,19.89,-7.39
1653402224901,71.62,19.84,-7.49
1653402224910,71.59,19.8,-7.6
1653402224911,71.56,19.75,-7.7
1653402224918,71.53,19.69,-7.79
1653402224922,71.5,19.63,-7.88
1653402224928,71.46,19.58,-7.97
1653402224934,71.43,19.52,-8.05
1653402224939,71.39,19.47,-8.12
1653402224940,71.35,19.44,-8.18
1653402224944,71.31,19.41,-8.24
1653402224950,71.27,19.4,-8.29
1653402224956,71.23,19.41,-8.33
1653402224959,71.18,19.42,-8.34
1653402224966,71.13,19.45,-8.34
1653402224970,71.08,19.49,-8.33
1653402224976,71.02,19.53,-8.3
1653402224979,70.96,19.57,-8.26
1653402224983,70.9,19.61,-8.21
1653402224987,70.83,19.65,-8.15
1653402224993,70.77,19.68,-8.07
1653402224996,70.71,19.7,-7.99
1653402225003,70.65,19.7,-7.9
1653402225007,70.59,19.69,-7.79
1653402225013,70.53,19.67,-7.68
1653402225017,70.47,19.63,-7.56
1653402225021,70.41,19.58,-7.44
1653402225027,70.35,19.52,-7.32
1653402225030,70.3,19.45,-7.19
1653402225038,70.25,19.37,-7.07
1653402225041,70.21,19.29,-6.95
1653402225045,70.17,19.21,-6.82
1653402225050,70.14,19.13,-6.7
1653402225055,70.11,19.07,-6.57
1653402225060,70.08,19.01,-6.45
1653402225067,70.07,18.97,-6.32
1653402225071,70.06,18.95,-6.19
1653402225077,70.06,18.95,-6.07
1653402225080,70.07,18.97,-5.93
1653402225085,70.08,19.02,-5.76
1653402225089,70.1,19.09,-5.57
1653402225096,70.13,19.18,-5.35
1653402225100,70.16,19.28,-5.12
1653402225105,70.2,19.39,-4.86
1653402225111,70.24,19.51,-4.59
1653402225115,70.28,19.63,-4.33
1653402225120,70.34,19.73,-4.1
1653402225123,70.42,19.82,-3.9
1653402225129,70.51,19.88,-3.77
1653402225132,70.62,19.92,-3.7
1653402225144,70.74,19.91,-3.69
1653402225146,70.87,19.87,-3.75
1653402225148,71.01,19.8,-3.86
1653402225159,71.16,19.7,-4.01
1653402225160,71.32,19.58,-4.2
1653402225160,71.48,19.44,-4.4
1653402225171,71.65,19.32,-4.61
1653402225174,71.82,19.22,-4.83
1653402225176,71.98,19.16,-5.05
1653402225180,72.15,19.14,-5.27
1653402225185,72.31,19.17,-5.48
1653402225189,72.46,19.27,-5.67
1653402225197,72.6,19.41,-5.84
1653402225199,72.74,19.6,-5.98
1653402225207,72.87,19.83,-6.09
1653402225210,73.01,20.08,-6.19
1653402225214,73.15,20.34,-6.26
1653402225218,73.3,20.61,-6.32
1653402225224,73.44,20.87,-6.39
1653402225229,73.59,21.12,-6.46
1653402225234,73.73,21.33,-6.55
1653402225239,73.86,21.51,-6.65
1653402225243,73.99,21.65,-6.78
1653402225250,74.1,21.75,-6.91
1653402225255,74.2,21.8,-7.06
1653402225258,74.3,21.8,-7.21
1653402225268,74.39,21.76,-7.36
1653402225269,74.46,21.69,-7.49
1653402225272,74.53,21.6,-7.61
1653402225276,74.58,21.48,-7.7
1653402225281,74.61,21.36,-7.76
1653402225286,74.63,21.25,-7.78
1653402225291,74.64,21.15,-7.76
1653402225295,74.63,21.07,-7.7
1653402225300,74.6,21.01,-7.59
1653402225304,74.57,20.99,-7.45
1653402225310,74.54,20.99,-7.26
1653402225316,74.52,21.03,-7.05
1653402225320,74.5,21.09,-6.81
1653402225327,74.48,21.19,-6.54
1653402225330,74.49,21.31,-6.26
1653402225334,74.5,21.45,-5.98
1653402225339,74.53,21.61,-5.7
1653402225344,74.57,21.78,-5.44
1653402225348,74.62,21.96,-5.19
1653402225353,74.69,22.14,-4.97
1653402225360,74.75,22.32,-4.77
1653402225363,74.83,22.5,-4.61
1653402225368,74.92,22.66,-4.48
1653402225374,75.01,22.82,-4.38
1653402225377,75.11,22.96,-4.32
1653402225384,75.22,23.09,-4.29
1653402225391,75.33,23.21,-4.3
1653402225395,75.43,23.3,-4.34
1653402225398,75.54,23.38,-4.4
1653402225410,75.63,23.44,-4.49
1653402225413,75.72,23.48,-4.6
1653402225416,75.8,23.5,-4.73
1653402225419,75.86,23.51,-4.87
1653402225423,75.91,23.51,-5.01
1653402225428,75.95,23.49,-5.16
1653402225431,75.97,23.47,-5.3
1653402225435,75.99,23.44,-5.44
1653402225443,76,23.41,-5.56
1653402225447,76.01,23.37,-5.67
1653402225449,76.01,23.34,-5.77
1653402225454,76.02,23.31,-5.85
1653402225458,76.02,23.28,-5.93
1653402225464,76.03,23.27,-5.99
1653402225468,76.04,23.27,-6.04
1653402225472,76.05,23.28,-6.08
1653402225477,76.06,23.3,-6.13
1653402225483,76.08,23.34,-6.17
1653402225487,76.09,23.38,-6.21
1653402225493,76.11,23.44,-6.25
1653402225498,76.13,23.5,-6.3
1653402225502,76.14,23.57,-6.36
1653402225507,76.15,23.63,-6.43
1653402225510,76.15,23.7,-6.5
1653402225516,76.15,23.77,-6.57
1653402225521,76.14,23.83,-6.64
1653402225528,76.12,23.9,-6.71
1653402225531,76.09,23.97,-6.78
1653402225536,76.04,24.03,-6.83
1653402225542,75.98,24.09,-6.88
1653402225548,75.91,24.15,-6.91
1653402225551,75.83,24.21,-6.92
1653402225554,75.73,24.27,-6.92
1653402225559,75.63,24.34,-6.88
1653402225565,75.52,24.41,-6.82
1653402225568,75.41,24.49,-6.73
1653402225575,75.3,24.57,-6.61
1653402225578,75.2,24.66,-6.49
1653402225584,75.11,24.73,-6.37
1653402225589,75.03,24.8,-6.28
1653402225593,74.95,24.84,-6.21
1653402225599,74.88,24.86,-6.19
1653402225604,74.82,24.85,-6.23
1653402225611,74.75,24.79,-6.31
1653402225615,74.66,24.68,-6.43
1653402225622,74.55,24.52,-6.56
